user_name	created	retweets	text
CBC	2015-10-26 10:00:44	37	Earthquake of 7.7 magnitude hits Afghanistan https://t.co/IsNNHtrSb4 https://t.co/itkuadP8x4
CBC	2015-10-26 10:00:43	36	5 hunters lose licenses after poaching bighorn sheep in Alberta https://t.co/M5rlLEi7Cx https://t.co/rSdVI95Py8
CBC	2015-10-26 09:15:56	4	You know, there might be a dark side to our 'sunny ways': Michelle Gagnon https://t.co/vJlzkxdjRg https://t.co/jPRTLG8u8X
CBC	2015-10-26 09:15:55	8	Apple vs. Google: If you get hacked, which account could be bigger trouble? https://t.co/yyXZSclJDO https://t.co/iUkEAwafiW
CBC	2015-10-26 09:15:55	11	How to grow the economy without robbing our children: Don Pittis https://t.co/Glz5zITRm0 https://t.co/BTyUcQlK7I
CBC	2015-10-26 09:15:54	7	Oilpatch earnings expected to be worst since financial crisis https://t.co/UY29bLHtuu https://t.co/4OQ4YnOVmH
CBC	2015-10-26 09:15:54	8	Parents of disabled woman say caregiver's lack of medical skills put daughter at risk https://t.co/kHqA6ZkkLE https://t.co/WzzYMHS4a0
CBC	2015-10-26 09:15:53	7	Toronto streetcar driver to testify at officer's 2nd-degree murder trial https://t.co/SCGWw34AR3 https://t.co/GyZ3cdp0Sw
CBC	2015-10-26 09:00:13	10	Coconut oil: Is it really a 'miracle' food? https://t.co/sXrwlnupYX https://t.co/7u7U3p0x2p
CBC	2015-10-26 08:46:21	7	Black Lives Matter encouraging 'murder of police,' Chris Christie alleges https://t.co/O3CSkrGbaT https://t.co/By1WJWoLL6
CBC	2015-10-26 08:00:16	8	At Vatican synod, the biggest change is to change itself https://t.co/B9RH1i9tmA https://t.co/mDZf1g7Zs9
CBC	2015-10-26 07:15:18	3	Vancouver Whitecaps clinch 1st-round playoff bye https://t.co/QIhcjSB8UF https://t.co/zZh1125H1c
CBC	2015-10-26 07:00:32	25	NHL star Alex Ovechkin dresses as Batman for Halloween https://t.co/6oNOLzA4oH https://t.co/z3oYfrAiEY
CBC	2015-10-26 06:20:42	2	Flames offence sputters in loss to Rangers https://t.co/F71jYqv1XT https://t.co/FXUnbWaNvL
CBC	2015-10-26 06:13:32	54	UPDATE: 5 confirmed dead after whale watching boat capsizes off B.C., with 1 missing https://t.co/7t8ku7hpvF https://t.co/5WpnraRKkD
CBC	2015-10-26 06:00:12	27	'Would Canada take us?' The cry from Germany's refugee shelters https://t.co/d7rkoeJviD https://t.co/PIep1ohllb
CBC	2015-10-26 05:37:35	51	UPDATE: At least 4 dead, 18 sent to hospital in whale watching boat accident off B.C. coast https://t.co/7t8ku7hpvF https://t.co/Q1caom5MIc
CBC	2015-10-26 05:11:10	3	Kings hold on to beat Oilers despite wild finish  https://t.co/zVXoOe0p4H https://t.co/MTBVRJIXJz
CBC	2015-10-26 05:00:12	7	Where does the new Liberal government stand on auto? https://t.co/VYGtpXS9pp https://t.co/Vw1YieTfng
CBC	2015-10-26 04:55:35	9	General Motors, UAW reach tentative deal on new contract https://t.co/mq3w2HTLGC https://t.co/8oIosueBIc
CBC	2015-10-26 04:25:46	14	Justin Bieber wins 5 MTV Europe Music Awards https://t.co/lP7t2a1oCI https://t.co/aE7hsleeQd
CBC	2015-10-26 04:00:16	34	Pit bull rehab: Former fighting dogs find homes in Detroit https://t.co/sehEuCMWdv https://t.co/vW9XQI01qn
CBC	2015-10-26 03:00:23	9	Canada votes 2015: why 24 riding gains didn't go Liberal https://t.co/IGdx1M3Lz8 #cdnpoli #elxn42 https://t.co/5f5jB7f62P
CBC	2015-10-26 02:31:23	215	Netflix to stream Star Wars: The Force Awakens in Canada  and nowhere else https://t.co/GFLscbccMN https://t.co/5V0fl8U3uw
CBC	2015-10-26 02:31:22	11	Flip Saunders, longtime NBA coach, dies of cancer https://t.co/RpZtOSIZeq https://t.co/tQdeXJw2Lv
CBC	2015-10-26 02:30:03	66	St. George, Ont., celebrates Christmas early for boy with cancer https://t.co/sXKF8pgsh8 https://t.co/RoVhO13i0z
CBC	2015-10-26 02:23:22	47	From the mayor of Tofino https://t.co/ssCAgiy0zK
CBC	2015-10-26 02:05:57	216	Netflix to stream Star Wars: The Force Awakens in Canada  and only in Canada https://t.co/xeuq1L53XP https://t.co/EYqVMmcPfA
CBC	2015-10-25 10:47:29	12	Whoopi Goldberg's Moncton show cut short by fire https://t.co/4fZEDQzkOk https://t.co/LQbsRuuhTt
CBC	2015-10-25 10:30:08	23	Justin Trudeau answers B.C. voter's widely shared Facebook letter https://t.co/oD9OE9YcNJ https://t.co/wKSOkHHpnR
CBC	2015-10-25 10:09:35	29	Why Canadians are spending more on wireless and internet services https://t.co/dt9uOvsfuw https://t.co/ORIfMhW18x
CBC	2015-10-25 10:00:26	10	Black teens hack the Silicon ceiling to 'unleash their genius' https://t.co/NkgXHEZ7w1 https://t.co/U3UyMyS1QV
CBC	2015-10-25 09:00:28	30	Profile: Journalist pays for reporting the truth about ISIS with his father's life https://t.co/N2s9fMcS04 https://t.co/KLVzENZB76
CBC	2015-10-25 08:00:36	17	Photos: Landmarks turn blue for UN anniversary https://t.co/sLOaiU5Q1h https://t.co/vdhInYOpUA
CBC	2015-10-25 07:00:15	61	Town pulls out all the stops to celebrate Christmas early for terminally ill boy https://t.co/sXKF8pgsh8 https://t.co/vPNYUWfscU
CBC	2015-10-25 06:00:27	67	Justin Trudeau has strong slate of aboriginal MPs when considering cabinet https://t.co/EUoUbdoAKH https://t.co/pxZD8TNZk4
CBC	2015-10-25 05:00:14	28	Maureen O'Hara, star of Miracle on 34th Street, dies at age 95 https://t.co/oHSBT5pxqi https://t.co/K0kNFse9ks
CBC	2015-10-25 04:00:18	97	5 hunters lose licenses after poaching bighorn sheep near Hinton, Alta. https://t.co/hsWlQCzTl7 https://t.co/eU9q2LirgV
CBC	2015-10-25 03:09:35	14	Major flooding begins in Texas as Patricia remnants move east https://t.co/Hh8Yx5vY2G https://t.co/Gds1bovx7u
CBC	2015-10-25 03:00:20	47	Pit bull rehab: Former fighting dogs find homes in Detroit https://t.co/sehEuCMWdv https://t.co/vxMnI8UTzd
CBC	2015-10-25 02:30:17	58	'Good-hearted' cyclists rescue elderly man who fell in Ottawa River https://t.co/3yYwrZL5X5 https://t.co/maTPcvi04a
CBC	2015-10-25 02:00:10	23	Building from the roof down: Montreal builders try new approach https://t.co/2FrHoazB2U https://t.co/CG33jzQMBO
CBC	2015-10-25 01:30:10	13	Brakes critical: Karts hit speeds upwards of 70 km/h in UNB race https://t.co/PsIEkxQPhE https://t.co/UIH9YAsliw
CBC	2015-10-25 01:00:17	15	Chase the Ace jackpot grows to over $400K in P.E.I. city https://t.co/qwEFEWwfMd https://t.co/qwyNq076Fh
CBC	2015-10-25 00:30:13	66	Anaylsis: Triple deleted emails shed light on troubling political culture https://t.co/QojPdEd7mU https://t.co/byb7PKSyPI
CBC	2015-10-25 00:00:22	96	$10K donation by NHLer Carey Price delights B.C. minor hockey league https://t.co/tWcLOsv01T https://t.co/1WXp1tfqdO
CBC	2015-10-24 23:30:10	20	Mom forgives man who murdered her pregnant daughter https://t.co/z4xZVB7LN6 https://t.co/qwy757AONT
CBC	2015-10-24 23:00:31	31	Man fights to keep his two beloved pot-bellied pigs in the city https://t.co/mMGExh6Xcw https://t.co/pc69jupQgL
CBC	2015-10-24 22:30:36	139	Ontario town pulls out all the stops to celebrate Christmas early for local boy https://t.co/sXKF8pgsh8 https://t.co/vtfiTIoYXK
CBC	2015-10-24 22:00:20	13	3 dead, 22 injured after car crashes into Oklahoma parade https://t.co/TjBrjhcHxh https://t.co/Vo0ICj8JWN
CBC	2015-10-24 21:30:30	25	Preview: Canadiens carry perfect record into tilt against Leafs https://t.co/TPcsqE5PjO https://t.co/d1p3fFBHN8
CBC	2015-10-24 21:00:11	16	Russia-Ukraine direct flights to be halted https://t.co/ecs70tTPyg https://t.co/nDPATc21Iu
CBC	2015-10-24 20:30:21	21	'Break the taboo,' say mothers who lost babies late in pregnancy https://t.co/cLp9UviUyi https://t.co/k7pOv17PJv
CBC	2015-10-24 20:00:40	10	ISIS purportedly releases video of raid aftermath that killed U.S. commando https://t.co/gC4nxvceVX https://t.co/M7gpZ7b7eO
CBC	2015-10-24 19:30:17	40	Justin Trudeau answers voter's open letter on Facebook https://t.co/aMArXY0gOx https://t.co/LREFOtwIAN
CBC	2015-10-24 19:06:17	18	Canadians in Mexico face risks in trail of Hurricane Patricia https://t.co/dMNl5ykHi8 https://t.co/kIGoMOhIPW
CBC	2015-10-24 19:06:17	14	3 dead, 22 injured after car crashes into Oklahoma homecoming parade https://t.co/pIZZcb9uUN https://t.co/yVy5C6hihP
CBC	2015-10-24 19:06:16	29	Maureen O'Hara, Hollywood film star, dead at 95 https://t.co/K314GgWX61 https://t.co/wvi5ZHg2IS
CBC	2015-10-24 19:00:34	26	Giant hole for community mailbox in front yard makes man angry at Canada Post https://t.co/hNUyp6IfNW https://t.co/II4Yr3FOfP
CBC	2015-10-24 18:30:08	21	'Racist' grammar book stirs controversy in black community https://t.co/8rCO7vSdt2 https://t.co/uQLhxZ9PsX
CBC	2015-10-23 23:40:59	103	More aboriginal women allege abuse by Quebec provincial police https://t.co/rJ5hE1jXlR https://t.co/Bo22wiUMIf
CBC	2015-10-23 23:15:22	8	Buffer Festival unites YouTube stars in Toronto https://t.co/z32KKyutoH https://t.co/gEq8zUhGNn
CBC	2015-10-23 23:00:55	8	Google earnings up 45% in first report as Alphabet https://t.co/E8rEl0jNtI https://t.co/v48UF2BzIP
CBC	2015-10-23 22:45:10	13	China cuts interest rates again in bid to spur growth https://t.co/KvHaQc0szD https://t.co/GEyCAYTkIB
CBC	2015-10-23 22:40:46	7	Trudeau approach to climate talks will include provinces - but maybe not targets https://t.co/lbbHKvv6lR https://t.co/AF5zKHGbwf
CBC	2015-10-23 22:40:45	21	Christy Clark says she was unaware of triple deleting of government emails https://t.co/g4z01Yhx53 https://t.co/265veFiBrd
CBC	2015-10-23 22:30:22	13	Zara founder Amancia Ortega briefly passes Bill Gates to be world's richest man https://t.co/0P9qsoigf1 https://t.co/nN2MTpswYX
CBC	2015-10-23 22:15:10	5	Captivity drama Room builds buzz despite dark subject matter https://t.co/1kMhACLYuO https://t.co/jbyJm3SJMB
CBC	2015-10-23 22:00:17	4	Israeli-Palestinian violence is part of a pattern in long-running conflict https://t.co/qc8UrR28dN https://t.co/JmoEKXVTDa
CBC	2015-10-23 21:56:55	52	Hurricane Patricia strongest ever thanks to warm oceans, El Nino https://t.co/msXHYa30kq https://t.co/IJyCsI1DMq
CBC	2015-10-23 21:45:04	9	Virgin bride presents 'certificate of purity' to dad at wedding https://t.co/9coETjQMcG https://t.co/dx3nPoWoAH
CBC	2015-10-23 21:30:04	32	Gordon Lightfoot honoured with tribute sculpture in Orillia https://t.co/vJcxZVPgoY https://t.co/TS4Sh1vRFt
CBC	2015-10-23 21:15:01	64	TPP would allow milk from cows receiving hormones into Canada https://t.co/d01aJkG12O https://t.co/Fo6Yu9n5wb
CBC	2015-10-23 21:00:13	29	Ontario premier threatens to dock teachers' pay if work-to-rule continues https://t.co/cQppuQgM8d https://t.co/Zrbm3akgWJ
CNN	2015-10-28 14:58:35	109	.@onedirection beats @thebeatles' record with fifth Top 10 debut on Hot 100 https://t.co/JnVcooT9wP https://t.co/RQVmqRPhnl
CNN	2015-10-28 14:34:01	69	Former House Speaker Dennis Hastert pleads guilty to lying to investigators about hush money https://t.co/xTjo54dVLx https://t.co/Y8DnuEUQ2k
CNN	2015-10-28 13:59:01	124	Meet the woman who eats chocolate for breakfast #NationalChocolateDay https://t.co/B8G40tv6Iq https://t.co/diIpwqM1fC
CNN	2015-10-28 13:45:00	235	.@Royals' Volquez pitched 6 innings last night unaware his father had died hours before game https://t.co/SIHPzn2AGP https://t.co/ec1cIm98rL
CNN	2015-10-28 13:35:00	38	.@LindseyGrahamSC describes why the kids table debate "sucks" https://t.co/44oC7yvrfG https://t.co/o4FE1Bw6h1
CNN	2015-10-28 13:24:36	44	.@FOXSports lost power during last night's World Series game, resulting in a 4-minute outage https://t.co/aGtorB1jVU https://t.co/2umsN671wF
CNN	2015-10-28 12:59:10	42	Rebirth or death spiral? @JebBush looks back for inspiration to go forward https://t.co/rrCm38o6Gq https://t.co/0OCxBN1YPs
CNN	2015-10-28 12:38:00	244	Spring Valley High School officer suspended after violent classroom arrest https://t.co/DgxXTcSWaH https://t.co/GEgjBBZ30n
CNN	2015-10-28 12:21:32	86	.@khloekardashian breaks silence on Lamar Odom https://t.co/uOMLmPFwz0 https://t.co/qJ7P149bZW
CNN	2015-10-28 11:37:00	115	Showdown in the South China Sea: How did we get here? https://t.co/3QUNLUWsnT https://t.co/W6RZGQbye3
CNN	2015-10-28 11:15:00	157	For the first time on Tuesday, Ben Carson led Donald Trump in a national poll: https://t.co/HxVo6xc23h https://t.co/i73YqAIG2k
CNN	2015-10-28 11:03:00	348	By 2100, it could become too hot in the Persian Gulf for humans to survive: https://t.co/JGnEV5r0M3 #2degrees https://t.co/wQcl2W8Z9U
CNN	2015-10-28 10:50:00	119	Thinking of going veggie after the WHO report on meat? Here are the best cities for you: https://t.co/gfX4wEYbVT https://t.co/Wny9REMcnZ
CNN	2015-10-28 10:20:00	327	Iranian poets face 99 lashes each for shaking hands with opposite sex, rights groups say: https://t.co/85duOiHJ3S https://t.co/893zasxroO
CNN	2015-10-28 06:03:21	99	Kansas City beats Mets in 14 innings after technical delay. https://t.co/Gw94mWryVi
CNN	2015-10-28 03:07:02	91	.@HillaryClinton to @StephenAtHome: I would let the big banks fail http:// https://t.co/0HQoMHWYCq via @CNNPolitics https://t.co/bRk35jpjbk
CNN	2015-10-28 02:52:55	75	How do the New York @Mets and Kansas City @Royals stack up for the #WorldSeries? https://t.co/zE9vmvWaq1 https://t.co/9ylPxxKx65
CNN	2015-10-28 02:32:28	182	.@ElizabethBanks is returning to direct 'Pitch Perfect 3' https://t.co/PUh968sVtN https://t.co/hemhGdM3IE
CNN	2015-10-28 02:05:00	130	Game 1 of #WorldSeries delayed after Fox broadcast loses power https://t.co/v1EJfOMARu
CNN	2015-10-28 01:57:31	170	Is it OK to eat #bacon? @drsanjaygupta answers your questions on processed meats https://t.co/fa1IO5S9vJ https://t.co/D7bTxGNnvV
CNN	2015-10-28 01:39:56	135	A group of House Republicans moved Tuesday to impeach the head of the IRS https://t.co/352gT7YU6V https://t.co/Rp5VhWxfe0
CNN	2015-10-28 01:27:30	40	From loose llamas to a little girl who made it! join @cnnkyra tonight https://t.co/dEN11KSrhU #VideosGoneViral2 https://t.co/J0ZVtbG9LU
CNN	2015-10-28 01:10:01	58	Caught on camera: The miracles behind daring rescues https://t.co/a5NgwakaF8 https://t.co/bh3MKDGMvK
CNN	2015-10-28 00:43:00	495	Woman found frozen to death in cryotherapy chamber; health trend called into question https://t.co/RPuZUgzbZr https://t.co/Ci2p6g6F3Q
CNN	2015-10-28 00:30:33	158	.@UN overwhelmingly rejects U.S. embargo of #Cuba https://t.co/DG5iiyZms5 https://t.co/oyIxI9jJ7s
CNN	2015-10-28 00:21:00	142	Police in schools: Why are they there? https://t.co/G6eUHDyXBa https://t.co/5EM8qjjj8M
CNN	2015-10-27 23:56:01	145	China says it warned and tracked U.S. warship in South China Sea https://t.co/0JeYXfY2CS https://t.co/eoutSusGok
CNN	2015-10-27 23:38:27	309	Heat may one day leave Persian Gulf unfit for humans to survive, study warns https://t.co/0JJoUNWfrl https://t.co/KXxFgoPFWP
CNN	2015-10-27 23:20:36	59	First on CNN: @TGowdySC will nominate @RepPaulRyan for speaker, source says https://t.co/qGoMMdXi7a https://t.co/7QgJj6giVx
CNN	2015-10-27 22:55:55	337	Meet Donald #Trumpkin: When @realDonaldTrump and other famous people are 'pumpkin-ized' https://t.co/G33eRYvO8Z https://t.co/cqlJa5wRz8
CNN	2015-10-27 22:42:01	817	Giant pharmacy merger: Walgreens buys Rite Aid in $17.2 billion deal https://t.co/oqJog2Cd3N https://t.co/gMhZAivtGL
CNN	2015-10-27 22:12:31	156	Pentagon awards contract to build new Long Range Strike Bomber to Northrop Grumman. https://t.co/LP7YsLyhbb
CNN	2015-10-27 21:27:31	170	S.C. sheriff: Third video exists that purportedly shows resource officer arresting student https://t.co/0Fu9OkZyIG https://t.co/k7lAGftkAO
CNN	2015-10-27 20:50:55	107	What is @BernieSanders' "democratic socialism"? Experts weigh in https://t.co/Na65HCU9zq via @CNNOpinion https://t.co/WrrxZaqvyg
CNN	2015-10-27 20:20:04	140	U.S. weighing "direct action on the ground" in Iraq against #ISIS, defense secretary says https://t.co/WRbA6FXyyr https://t.co/zHIZiMQNpt
CNN	2015-10-27 19:55:32	196	@POTUS: "Too often, law enforcement gets scapegoated" https://t.co/XpGpRUaOi7
CNN	2015-10-27 19:37:13	62	@POTUS talks about gun violence in speech to police chiefs in Chicago. Watch CNNgo: https://t.co/UYpqI3w42L
CNN	2015-10-27 19:17:01	398	A space object is expected to fall to Earth next month; Scientists say not to fear it. https://t.co/SYLlO7yp90 https://t.co/hOUYAsJSTK
CNN	2015-10-27 18:44:29	182	3,500-year-old treasure trove unearthed from grave of Greek warrior-king https://t.co/tZXam3XzTk https://t.co/njZwJEvWLr
CNN	2015-10-27 18:19:57	793	@POTUS: "Playing like a girl means you're a badass" https://t.co/7IivReEcEy https://t.co/JHSKLJAXLn
CNN	2015-10-27 17:58:41	412	Julianna, 5, is dying  and she's chosen to go to heaven rather than go back to the hospital https://t.co/z6nQuEQxfO https://t.co/5JJt5Ds0vU
CNN	2015-10-27 17:39:00	270	.@usairforce says it will develop a new stealth bomber, costing half a billion dollars each: https://t.co/4FoIay2BTU https://t.co/jQXah0E40q
CNN	2015-10-27 17:12:32	538	FBI, U.S. Attorney's Office open civil rights probe into officer's violent arrest of student https://t.co/adfXEmmoyI https://t.co/Iw74Fd3kEL
CNN	2015-10-27 17:01:37	139	I dont get it: @realDonaldTrump is confused about his recent slide in the polls. https://t.co/76oDPCpJBm
CNN	2015-10-27 16:48:59	231	Airstrikes hit Doctors Without Borders clinic in Yemen https://t.co/rll6hpkNEq https://t.co/gahxssVnQX
CNN	2015-10-27 16:40:00	140	Asteroids can help us reach Mars? https://t.co/RkJKQYunA7 Sponsored by @CanonUSA https://t.co/QUPin9fI4R
CNN	2015-10-27 16:35:01	432	Yes, this really happened: A dog named Trigger stepped on a gun and shot her owner https://t.co/YKBs63AfAa https://t.co/HafIBo0ekB
CNN	2015-10-27 16:23:27	153	Psst! @lonelyplanet exclusively reveal their top travel destinations for 2016 #BestinTravel: https://t.co/gOQluEJxfE https://t.co/QMry8i0OHz
CNN	2015-10-27 16:07:27	104	With @JoeBiden out, @HillaryClinton regains a solid lead in Iowa: https://t.co/S9DxgkRmfw https://t.co/cGDTfVMhxz
CNN	2015-10-27 15:42:33	274	Heaven over hospital: Parents honor dying child's request https://t.co/OpHYOYpTRn https://t.co/KdkLoyDW9g
CNN	2015-10-27 15:25:52	136	What happened inside the #WDBJ newsroom after the August killing of 2 reporters on air: https://t.co/SxXlAwPvPY https://t.co/Hc9rg1lKyB
CNN	2015-10-27 14:58:57	141	Join us now on @facebook as @drsanjaygupta answers Qs on #bacon and the @WHO report https://t.co/4WAMPGMhMA https://t.co/lGLnEaRmjm
CNN	2015-10-27 14:45:39	68	Can you still eat #bacon? In 15 minutes @drsanjaygupta is taking Qs about the @WHO report on https://t.co/ssRl2al8Ey https://t.co/oTlvs46hgR
CNN	2015-10-27 14:36:02	174	On Syria's front lines, some weary Kurds fight #ISIS with homemade weapons, wearing sandals: https://t.co/ji8ssBYR5U https://t.co/XVZSarPefk
CNN	2015-10-27 14:16:28	598	Outrage grows after video shows cop Ben Fields slam seated student, fling her across room https://t.co/dvIAxsHGgV https://t.co/0PNLZMTomd
CNN	2015-10-27 13:56:30	136	.@POTUS pushes sentencing reform, part of larger effort to overhaul criminal justice system: https://t.co/gIK35zkba4 https://t.co/6ONNEEMUYx
CNN	2015-10-27 13:26:15	163	.@drsanjaygupta is taking your questions on @facebook at 11am ET about @WHO report linking processed meat to cancer https://t.co/YX0TH5AUGO
CNN	2015-10-27 12:51:01	224	China says it warned and tracked U.S. warship in South China Sea https://t.co/AyuOiLNm5V https://t.co/nZoKGMdECr
CNN	2015-10-27 12:41:31	358	Poll: @RealBenCarson knocks @realDonaldTrump from top spot nationally https://t.co/DRO2NueecG https://t.co/x7U2v1vrjI
CNN	2015-10-27 12:25:01	327	Video shows student slammed to the ground during violent arrest; officer under investigation https://t.co/1uo5xXIS7l https://t.co/H4JRmhadLT
CNN	2015-10-27 11:55:00	761	Up to 10,000 guns seized from South Carolina home, filling multiple tractor trailers: https://t.co/OqpT4X7JRH https://t.co/R4bKGIlQtY
CNN	2015-10-27 11:30:00	277	Party in space! Comet Lovejoy is spewing out alcohol and sugar: https://t.co/SUC2PwYJTR https://t.co/Nj8CsuhJLq
CNN	2015-10-27 11:00:02	406	If meat causes cancer, what should we eat? https://t.co/gW4SvmoqbT https://t.co/ajBgYxfvmG
CNN	2015-10-27 10:30:01	95	Christmas coming a bit too early? Looks like it might be time for #YuleAWeen: https://t.co/NW1gllj3gI https://t.co/jN3q9MpnpI
CNN	2015-10-27 10:05:27	254	The other benefit to eating less red meat: https://t.co/TZWZQbTiHM https://t.co/dG8wtB3pp1
CNN	2015-10-27 03:22:28	143	Guatemala election: Comedian Jimmy Morales poised to become president https://t.co/UNBGakCmDz https://t.co/xntV7YeAcQ
CNN	2015-10-27 02:46:25	270	Official: U.S. Navy sends destroyer within 12 miles of China's man-made islands in contested area of South China Sea https://t.co/jqyKdSYsGh
CNN	2015-10-27 02:41:00	168	Singapore frog farm breeds American bullfrogs for adults-only elixir https://t.co/jp9Ys4Ag1W https://t.co/nnunz8idp8
CNN	2015-10-27 02:20:28	154	.@BernieSanders' campaign: No more Mr. Nice Guy https://t.co/WYm9oK3Gvv https://t.co/OPmChM8KzP
CNN	2015-10-27 02:03:00	110	The day that changed #WDBJ https://t.co/rdTtnSXjEt via @CNNMoney https://t.co/VYzzvyZkcv
CNN	2015-10-27 01:49:30	68	Poland edges further right in parliamentary election https://t.co/7afXVxx62C https://t.co/v7iJ0a6I7s
CNN	2015-10-27 01:27:00	818	Up to 10,000 guns seized from South Carolina home, sheriff says https://t.co/AKQjSGIqXY https://t.co/OXE8tWLvzP
CNN	2015-10-27 01:18:51	174	.@realDonaldTrump's take on burkas: Islamic women might prefer them; less need for makeup https://t.co/nJTIWqB6R2 https://t.co/XGJcz0yPer
CNN	2015-10-27 00:49:53	428	School district in South Carolina investigating video showing resource officer violently removing student from desk https://t.co/P8V9AjtxfZ
CNN	2015-10-27 00:30:01	120	What lessons can be learned from the Iraq war? @FareedZakaria shares his view. https://t.co/4Kj9E59Ne5 @CNNOpinion https://t.co/XCruSkWt9n
CNN	2015-10-27 00:11:29	233	#Supergirl takes a leap for women on TV https://t.co/ekZ8ByGmb2 https://t.co/cN1Q50SESk
CNN	2015-10-26 23:46:29	194	Congressional leaders and the White House strike major budget deal, sources say https://t.co/VEbS7b13ov https://t.co/wCNF3XhAsb
CNN	2015-10-26 23:31:01	356	Could these artificial CO2-eating "treepods" protect us from climate change? https://t.co/nKAFjHEcPZ https://t.co/LeiMZxoNUZ
CNN	2015-10-26 23:16:00	158	Celebrities and politicians wish @HillaryClinton a "Happy Birthday" https://t.co/uhjTpAU0Na https://t.co/VVZNBNfHqb
CNN	2015-10-26 23:07:51	196	Walmart seeks permission to test drone delivery https://t.co/juW3sdlfVN via @CNNMoney https://t.co/iLAWFc3vb1
CNN	2015-10-26 22:44:56	251	Teal pumpkins? Project aims to help kids with food allergies https://t.co/mFfKfzWtxo #NationalPumpkinDay https://t.co/z4LUmiPMj5
CNN	2015-10-26 22:27:00	174	The rise of the killer robots: How worried should we be? https://t.co/cyOI5PYpJr via @CNNOpinion https://t.co/5M2z5zBfg9
CNN	2015-10-26 22:12:00	118	.@rickygervais back as host of #GoldenGlobes https://t.co/lBpRr9lYlz https://t.co/D6DJCjbi4i
CNN	2015-10-26 22:00:35	76	.@HillaryClinton's campaign is not yet carbon neutral, despite pledge https://t.co/w3s4plBCoO via @CNNPolitics https://t.co/GyH6o66FUV
CNN	2015-10-26 21:34:01	295	U.S. Navy plans to send a destroyer near China's man-made islands in the South China Sea https://t.co/4FL8poEyeT https://t.co/XBHWEGon3a
CNN	2015-10-26 21:07:52	249	It's all about the #bacon. The day in meat, according to our headlines via @thelistapp https://t.co/ZCF30M1Vv7 https://t.co/TQffZp0wQq
CNN	2015-10-26 16:55:01	131	A 13-year-old sexual assault victim demanded to speak at sentencing of man who raped her: https://t.co/8z1qOzIfKY https://t.co/ZaliRYyjwX
CNN	2015-10-26 16:44:01	465	10% of vegetarian hot dog products contain meat, says a new study: https://t.co/wm5VvmGsIx https://t.co/8ypdIJeGpq
CNN	2015-10-26 16:05:01	54	.@FareedZakaria is taking your questions about Iraq in a live Facebook Q&amp;A. Ask now: https://t.co/1XUmUDBHcC https://t.co/aHBjLzZSND
CNN	2015-10-26 15:44:34	277	Pediatricians urge smoking age to be raised to 21, tighter controls on e-cigs: https://t.co/sSyof8SF9W https://t.co/EiXi7jH8wS
CNN	2015-10-26 15:33:55	423	At least 180 people are dead after powerful #earthquake hits southern Asia, officials say: https://t.co/yz4yqa7meZ https://t.co/X0gHjGb8in
CNN	2015-10-26 15:16:41	111	FBI boss complains of "#Ferguson effect": Cops worry making stops could land them on Youtube https://t.co/2ypx8MsW10
CNN	2015-10-26 15:00:53	187	5 people dead, 1 person missing after tour boat sinks off British Columbia, Canada: https://t.co/REQYnvZ4rJ https://t.co/IfjMaJ8u1D
CNN	2015-10-26 14:43:00	462	#OleMiss removes state flag, #Confederate cross from campus after student senate vote: https://t.co/QKKrd5Tw4V https://t.co/UJs5EVnR0q
CNN	2015-10-26 14:34:31	240	Here's the "real explanation" why @Adele uses a flip phone in her new music video: https://t.co/A5jgCjl1Kj https://t.co/jbFqAGuJcN
CNN	2015-10-26 14:09:01	358	Quake leaves 71 people dead in one Pakistani province alone; disaster potentially widespread https://t.co/3GlffQYvq2 https://t.co/1Q4X2eSZ4E
CNN	2015-10-26 13:31:10	1907	World Health Organization (@WHO) says processed meat like hot dogs and bacon causes cancer https://t.co/QWD8TyiPIx https://t.co/THOaiDBRTC
CNN	2015-10-26 13:16:30	92	Noisy @ChrisChristie exits @Amtrak "quiet car" after complaints https://t.co/5dCnPdw3va https://t.co/TdMjGcnmyX
CNN	2015-10-26 12:39:01	516	Saudi Arabia to run out of cash in less than 5 years https://t.co/JpOJ9NCvbV https://t.co/hcbzL61XFx
CNN	2015-10-26 12:31:20	498	Every migrant's shoe tells a story, a photo series from the Serbian border on @instagram https://t.co/Ur99l2skIr
CNN	2015-10-26 12:27:30	248	Why #thewalkingdead fans are up in arms -- [warning: SPOILERS] https://t.co/3KjH9GVXYv https://t.co/HUn7Y4zFrT
CNN	2015-10-26 12:08:38	389	United Airlines apologizes after disabled man crawls off flight https://t.co/Vz6D23rBHO https://t.co/fdP1LqeKJj
CNN	2015-10-26 12:01:24	462	12 girls killed in stampede while trying to leave school when Afghanistan #earthquake struck https://t.co/vbZzVgbXKV https://t.co/v94u7AQDid
CNN	2015-10-26 11:50:28	201	Tony Blair says there are "elements of truth" in view that 2003 Iraq invasion was principle cause in rise of ISIS: https://t.co/8JZ2mYsZpF
CNN	2015-10-26 11:43:27	203	UPDATES: Deaths, damage reported in powerful Afghanistan #earthquake https://t.co/x3BoZQTXwm https://t.co/9gbDo1Yv9c
CNN	2015-10-26 11:20:00	109	5 people died after a whale watching boat sank off the coast of British Columbia, Canada: https://t.co/uIbb25zALF https://t.co/VeXe2fYiPV
