PRODUCT_TYPE_NAME,PRODUCT_CLASS_NAME,PRODUCT_SUB_CLASS_NAME,PRODUCT_MINOR_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,CURRENT_DISPLAY_PRICE,SWEETNESS_CODE
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CANADA,198267,COPPER MOON - MALBEC,48162013513,3,1,14,30.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,305375,DOMAINE D'OR - DRY,48162001886,4,1,11.5,32.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CANADA,53017,SOMMET ROUGE,58976055050,4,1,12,29.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,215525,MISSION RIDGE - PREMIUM DRY WHITE,779646155251,4,1,11,33.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,168971,ZINFANDEL - BIG HOUSE CARDINAL ZIN,81308001456,3,1,13.5,36.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,234559,LE VILLAGEOIS RED - CELLIERS LA SALLE,63657001448,4,1,11,34.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CANADA,492314,SAWMILL CREEK - MERLOT,63657004074,16,1,12.5,119,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,587584,SOLA,63657006566,4,1,12,32.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,100925,GANTON & LARSEN PROSPECT - PINOT BLANC BIRCH CANOE 2011,776545400000,0.75,1,11.5,13.99,0
LIQUOR,SPIRITS,IRISH WHISKY,IRISH WHISKY,IRELAND,10157,JAMESON - IRISH,80432500170,0.75,1,40,34.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,ITALY,102764,PINOT GRIGIO DELLE VENEZIE - RUFFINO LUMINA,8001660197156,0.75,1,12.5,15.99,0
LIQUOR,SPIRITS,AMERICAN WHISKY,AMERICAN WHISKY,UNITED STATES OF AMERICA,103747,MAKER'S MARK - KENTUCKY BOURBON,85246139431,0.75,1,45,44.95,NA
LIQUOR,SPIRITS,GIN,DRY GIN,CANADA,1040,GORDONS - LONDON DRY,622153139040,0.75,1,40,24.49,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,104679,CALONA - ARTIST SERIES RESERVE PINOT GRIS 2011/13,58976501656,0.75,1,13.5,12.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,106476,PINOT NOIR - SIDURI RUSSIAN RIVER 11/12,626990184140,0.75,1,14.5,49.99,0
LIQUOR,SPIRITS,CACHACA,CACHACA,BRAZIL,107029,CACHACA 61,7896547500676,0.7,1,40,28.95,2
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,109082,CHATEAU PAVIE DECESSE 2008,,0.75,1,13,239,0
LIQUOR,SPIRITS,SCOTCH WHISKY,SCOTCH - BLEND,UNITED KINGDOM,1099,JOHNNIE WALKER - RED LABEL,622153631049,0.75,1,40,29.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,110460,LE CONTRADE - CO.PRO.VI,8004753004010,1,1,12,9.9,0
LIQUOR,SPIRITS,RUM,DARK,CANADA,112433,BACARDI - BLACK,620213055408,0.75,1,40,23.75,NA
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,MONTILLA,SPAIN,112789,ALVEAR - MEDIUM DRY,766238303374,0.75,1,17,17.99,3
LIQUOR,SPIRITS,SCOTCH WHISKY,SCOTCH - BLEND,UNITED KINGDOM,112896,JOHNNIE WALKER - RED LABEL,622153631070,1.75,1,40,68.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,114504,BAROLO - BROVIA CA'MIA 07/08,8032642860768,0.75,1,14.5,94.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,116517,CHABLIS GRAND CRU VALMUR - DOMAINE CHRISTIAN MOREAU 2012,89744423931,0.75,1,13,69.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,118893,MISSION HILL - FIVE VINEYARDS SAUVIGNON BLANC 12/13,776545988935,0.75,1,13,14.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,GERMANY,12005,LIEBFRAUMILCH - KRAEMER,4006975017322,0.75,1,11,9.99,3
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,120170,CHATEAU LA MISSION HAUT BRION 2009,3419466181531,0.75,1,13,1800,0
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,PORT,PORTUGAL,121749,TAYLOR FLADGATE - 10 YEAR OLD TAWNY,5013626111284,0.75,1,20,39.99,10
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ARGENTINA,124040,MALBEC - VINA CHELA RESERVE ORGANIC,7790415130562,0.75,1,13.5,14.99,0
LIQUOR,SPIRITS,CANADIAN WHISKY,CANADIAN RYE WHISKY,CANADA,125,CANADIAN CLUB - PREMIUM,80686821311,1.14,1,40,37.09,NA
LIQUOR,SPIRITS,RUM,AMBER,CANADA,125351,LAMB'S - BLACK SHEEP SPICED,48415520126,0.75,1,43,27.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,125617,CALIFORNIA RED - APOTHIC WINEMAKERS BLEND,85000017746,0.75,1,13.1,16.99,0
LIQUOR,SPIRITS,LIQUEURS,CHERRY,CANADA,126565,CHERRY LIQUEUR - OKANAGAN SPIRITS,874381000436,0.375,1,24,35,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,127019,VOUVRAY SEC - VINCENT RAIMBAULT BEL AIR 10/11,3496922011007,0.75,1,12.5,23.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,ISRAEL,127027,VIOGNIER - GALIL MOUNTAIN KOSHER,736040525554,0.75,1,14,18.99,0
LIQUOR,BEER,BEER,BEER,CZECH REPUBLIC,127282,BARON BOHEMIAN TMAVY LEZAK,8594010300042,0.5,1,4.7,2.28,NA
LIQUOR,BEER,BEER,BEER,BELGIUM,129098,STELLA ARTOIS CAN,786150000267,0.33,6,5.2,13.29,NA
LIQUOR,SPIRITS,LIQUEURS,COFFEE,MEXICO,129411,KAMORA - COFFEE,80686250401,0.75,1,20,18.1,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,131813,PELLER ESTATES - PROPRIETORS RESERVE SAUVIGNON BLANC,48162009332,0.75,1,12,8.69,0
LIQUOR,BEER,BEER,BEER,CANADA,131854,PACIFIC WESTERN - CARIBOO HONEY LAGER CAN,774558000507,0.355,6,5.5,7.99,NA
LIQUOR,SPIRITS,SCOTCH WHISKY,SCOTCH - MALT,UNITED KINGDOM,132480,OLD PULTENEY - 17 YEAR OLD,5010509060547,0.7,1,46,137.95,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,AUSTRALIA,135244,MERLOT - THE LITTLE PENGUIN,12354010062,0.75,1,13.5,11.99,0
LIQUOR,BEER,BEER,BEER,CANADA,135962,STANLEY PARK - BELGIAN STYLE PILSNER,779305100264,0.33,6,5,12.5,NA
LIQUOR,SPIRITS,COGNAC,COGNAC,FRANCE,136721,COURVOISIER - L'ESSENCE DE COURVOISIER,3049197710115,0.7,1,42,3235,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,GERMANY,137521,RIESLING KABINETT - B RESS SCHLOSS REICHARTSHAUSEN 2009,4018847131340,0.75,1,9.5,26.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,139139,ZINFANDEL - RAVENSWOOD SONOMA BARRICIA 2012,715826101991,0.75,1,14.5,45.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,AUSTRALIA,140095,MERLOT - WOLF BLASS EAGLEHAWK,98137223324,0.75,1,13,9.99,0
LIQUOR,BEER,BEER,BEER,BELGIUM,14050,CARACOLE NOSTRADAMUS BRUNE,5425000540243,0.33,1,9.5,3.7,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,SOUTH AFRICA,140970,CABERNET SAUVIGNON - GRACELAND STELLENBOSCH 2012,6002039009515,0.75,1,14,29.99,0
LIQUOR,SPIRITS,ASIAN SPIRITS,ASIAN SPIRITS,CHINA,143172,FEN JIU - 30 YEAR OLD,6903431138707,0.5,1,45,120.82,0
LIQUOR,SPIRITS,GIN,DRY GIN,UNITED KINGDOM,1453,TANQUERAY - LONDON DRY,622153625062,1.14,1,40,37.99,NA
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,SAKE,UNITED STATES OF AMERICA,145433,GEKKEIKAN - SAKE,728817199716,0.75,1,14.6,10.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,147280,PINOT GRIS - PFAFFENHEIM GRAND CRU STEINERT 08/09,3855132177468,0.75,1,14,34.95,1
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,148734,CHATEAU MOUTON ROTHSCHILD 2009,626990144878,0.75,1,13,1800,0
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,PORT,PORTUGAL,149377,TAYLOR FLADGATE - VINTAGE 1985,5013626111727,0.75,1,20.5,259.99,10
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,150524,CHATEAU GRAND PUY LACOSTE 2009,626990144830,0.75,1,13,158,0
LIQUOR,BEER,BEER,BEER,CANADA,154401,GRANVILLE ISLAND - WINTER MINGLER,779446183058,0.341,12,5.5,23.95,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CHILE,154617,CABERNET SAUVIGNON SHIRAZ - CONO SUR TOCORNAL,7804320148960,1.5,1,13,15.79,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,154757,PAYS D'OC GRENACHE - PAUL MAS,3760040423517,0.75,1,13.5,12.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,154849,BATARD MONTRACHET - LOUIS LATOUR 2002,26861120190,0.75,1,14,366.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,PORTUGAL,156059,SETUBAL - JOSE MARIE DA FONSECA ALBIS,600470120002,0.75,1,12,11.99,1
LIQUOR,SPIRITS,LIQUEURS,APRICOT,NETHERLANDS,15628,APRICOT BRANDY - BOLS,80915134694,0.75,1,24,18.29,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,156372,BOLGHERI - I GREPPI GREPPICANTE 07/08,8033210761272,0.75,1,13,29.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,157446,JULIENAS - HENRY FESSY 2009,3433221002657,0.75,1,13,25.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,16170,MARSANNAY BLANC - CHARLES AUDOIN 10/11,3760027870013,0.75,1,13.5,39.99,0
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,FRANCE,163071,PIERRE PAILLARD - GRAND CRU BRUT MILLESIME 2002,626990107088,0.75,1,12.95,78.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ARGENTINA,165662,TEMPRANILLO - ZUCCARDI Q MENDOZA 2010,7791728000962,0.75,1,14.5,21.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,166348,PELLER - FAMILY SERIES SAUVIGNON BLANC 2011,48162013452,0.75,1,13.5,12.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,169367,CHASSAGNE MONTRACHET 1ER LES EMBRAZEES - LEROY 06/07,626990102342,0.75,1,13,199.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,SOUTH AFRICA,170100,VIOGNIER - FAIRHILLS,6009676515829,0.75,1,13,7.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,170977,CALIFORNIA RED - BEAR FLAG DARK RED,85000017463,0.75,1,13,10.99,0
LIQUOR,SPIRITS,TEQUILA,TEQUILA,MEXICO,175331,GRAN  PATRON - PIEDRA,721733001699,0.75,1,40,221.97,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,UNITED STATES OF AMERICA,175430,CHARDONNAY - WENTE MORNING FOG 2013,89636190002,0.75,1,13,19.99,0
LIQUOR,BEER,BEER,BEER,CANADA,175620,STROH CANADA - PABST BLUE RIBBON CAN,56910403110,0.355,6,4.9,7.99,NA
LIQUOR,SPIRITS,RUM,AMBER,CANADA,176255,MALIBU - BLACK COCONUT,89540520278,0.75,1,35,23.75,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,GERMANY,177501,RIESLING - BLACK TOWER,785859876401,0.75,1,11.5,11.99,2
LIQUOR,BEER,BEER,BEER,JAMAICA,178491,RED STRIPE,83820567939,0.33,6,5,12.49,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,178541,BAROLO - BATASIOLO,632738100013,0.75,1,13.5,38.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,AUSTRALIA,178947,MOSCATO - YELLOW TAIL,839743000646,0.75,1,7.5,12.99,8
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,179424,CHIANTI CLASSICO RISERVA - MONSANTO IL POGGIO 06,8033237490469,0.75,1,14,74.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ISRAEL,179580,CANAAN RED - DALTON 2006 MEVUSHAL KOSHER,33115031218,0.75,1,13,17.99,1
LIQUOR,BEER,BEER,BEER,NETHERLANDS,18,HEINEKEN LAGER,72890000033,0.33,6,5,12.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,181313,ZINFANDEL - SLEDGEHAMMER NORTH COAST,89819011636,0.75,1,15.1,18.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,AUSTRALIA,181388,SAUVIGNON BLANC - LINDEMANS BIN 95,12354081826,0.75,1,11.7,11.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,181933,LANGHE NEBBIOLO - GAJA SORI SAN LORENZO 08/09/11,626990116349,0.75,1,14.5,599,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,183525,CHATEAU PAPE CLEMENT BLANC 2010,714153138908,0.75,1,15.5,280,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,184713,CHATEAU PALMER 2010,3277034729703,0.75,1,13,580,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,185512,CHATEAU L'EGLISE CLINET 2010,3258691421650,0.75,1,14.5,800,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,18622,CHATEAU CARBONNIEUX BLANC 2010,626990175148,0.75,1,13.5,60,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,18648,CHATEAU DUCRU BEAUCAILLOU 2010,3760131685879,0.75,1,13,500,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,186734,CHATEAU HAUT BRION BLANC 2010,3277031102707,0.75,1,13,1800,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,187377,CHATEAU BELLEVUE MONDOTTE 2010,3277035313208,0.75,1,13,500,0
LIQUOR,BEER,BEER,BEER,CANADA,187526,VANCOUVER ISLAND - FLYING TANKER WHITE IPA,620097001720,0.65,1,6.7,5.5,NA
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,FRANCE,187740,CHAMDEVILLE - BLANC DE BLANCS BRUT,603568009012,0.75,1,11,14.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,187807,LIRAC - ALAIN JAUME CLOS DE SIXTE 09/10,376000924029,0.75,1,15,28.96,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,18812,MISSION HILL - RESERVE CHARDONNAY 11/12,776545995391,0.75,1,13.5,21.99,1
LIQUOR,BEER,BEER,BEER,CANADA,188342,PACIFIC WESTERN - PACIFIC PILSNER CAN,7745580007508,0.355,24,5,31.79,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,188854,CORTON POUGETS - DOMAINE JADOT 2001,8013160004483,0.75,1,13.24,79.99,0
LIQUOR,SPIRITS,CANADIAN WHISKY,CANADIAN RYE WHISKY,CANADA,189209,GIBSONS - FINEST STERLING,683899111066,1.14,1,40,37.79,NA
LIQUOR,SPIRITS,VODKA,REGULAR VODKA,CANADA,190,SMIRNOFF - RED LABEL,776103000277,1.14,1,40,37.09,NA
LIQUOR,SPIRITS,SCOTCH WHISKY,SCOTCH - MALT,UNITED KINGDOM,190116,THE ARRAN - ROBERT BURNS,5060044480003,0.7,1,40,69.99,NA
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,PORT,PORTUGAL,191239,GRAHAM - LATE BOTTLED VINTAGE 06/07,5010867400092,0.75,1,20,25.99,8
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,UNITED STATES OF AMERICA,191437,CHARDONNAY - CAKEBREAD CELLARS NAPA 2011/12,84692478941,0.75,1,14.1,65,0
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,FRANCE,195818,POL ROGER - CUVEE DE RESERVE BRUT,89744161505,0.375,1,12,38.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,199422,CHATEAU RAUZAN SEGLA 2010,3277034728508,0.75,1,13,200,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,199471,CHATEAU LASCOMBES 2010,3410251100041,0.75,1,14,200,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CANADA,200931,BLACK HILLS - CELLAR HAND PUNCH DOWN RED 2012,626990061588,0.75,1,13.4,19.87,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,SOUTH AFRICA,202531,CABERNET SAUVIGNON - SIX HATS,875359001998,0.75,1,14.5,13.99,1
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,ITALY,203489,CUPCAKE - PROSECCO,81308001326,0.75,1,11,18.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,203539,VENETO APPASSIMENTO - TOMMASI ARELE 11/12,8004645317105,0.75,1,13,24.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,203836,POMMARD 1ER LES ARVELETS - DOM CYROT BUTHIAU 2010,,0.75,1,13,59.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,204990,CHOREY LES BEAUNE - LEROY 2009,626990135630,0.75,1,13,149.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,SOUTH AFRICA,205922,CHENIN BLANC - WILD OLIVE OLD VINES,6009900162614,0.75,1,13,12.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,206490,TOSCANA - BERE 2011,751095112139,0.75,1,13,19.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,206680,NUITS ST GEORGES 1ER - DOM MICHEL GROS 2007,3587011107081,0.75,1,13,124.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,207373,PUGLIA PRIMITIVO - MIOPASSO,8034115191294,0.75,1,13,16.99,1
LIQUOR,SPIRITS,RUM,AMBER,CANADA,2089,LAMB'S - PALM BREEZE,48415345484,0.75,1,40,23.75,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,209320,CABERNET SAUVIGNON - BAREFOOT CALIFORNIA,18341751017,0.75,1,12.5,9.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,209411,ZINFANDEL - BAREFOOT CELLARS,18341751093,0.75,1,12.5,9.99,0
LIQUOR,SPIRITS,IRISH WHISKY,IRISH WHISKY,IRELAND,209544,WRITERS TEARS POT STILL,5099811905739,0.7,1,40,63.95,0
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,SAKE,JAPAN,210823,HAKUTSURU - JUNMAI GINJO SAKE,4902650024718,0.3,1,14.5,9.95,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,210849,VENETO TEROLDEGO - MARION 07/08,626990083351,0.75,1,14,59.99,0
LIQUOR,SPIRITS,BRANDY,BRANDY,GERMANY,21089,ASBACH URALT,4016500031396,0.75,1,40,35.69,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,AUSTRALIA,212373,CABERNET SHIRAZ - LONG FLAT,93452453005,0.75,1,13.5,11.99,0
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,SAKE,UNITED STATES OF AMERICA,21295,HANA - LYCHEE FLAVOURED SAKE,86395170306,0.75,1,8,19.47,10
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,213884,CHATEAUNEUF DU PAPE - FONT DE MICHELLE CUV ETIENNE GONNET03,857639000020,0.75,1,14.5,79.91,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CANADA,215442,COPPER MOON - CABERNET SAUVIGNON,48162012752,1.5,1,13,16.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,GERMANY,218776,RIESLING SPATLESE - MULLER CATOIR TROCKEN HERRENLETTEN 08,4260113872024,0.75,1,12.5,57.98,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,SOUTH AFRICA,22004,CABERNET SAUVIGNON - KWV CONTEMPORARY,748294044101,0.75,1,14,7.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,221119,BEAUNE - DOMAINE RENAUD BOYER LES PREVOLLES ORGANIC 09/10,3770000219524,0.75,1,13,37.96,0
LIQUOR,SPIRITS,RUM,WHITE,CUBA,222554,HAVANA CLUB - 3 YEAR OLD ANEJO,8501110080248,0.75,1,40,25.99,NA
LIQUOR,BEER,BEER,BEER,CANADA,222794,BRAVA - CAN,774837585374,0.355,15,5.5,20.39,NA
LIQUOR,REFRESHMENT BEVERAGE,CIDER,CIDER ALL,CANADA,225615,OKANAGAN PREMIUM - BLACK CHERRY CAN,779305004654,0.355,6,5,9.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,UNITED STATES OF AMERICA,226936,CHARDONNAY - RODNEY STRONG SONOMA,87512913257,0.75,1,13.5,22.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,GREECE,23218,NAOUSSA - BOUTARI,5201022540504,0.75,1,12,16.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,UNITED STATES OF AMERICA,232512,RIESLING - CHATEAU STE. MICHELLE,88586621840,0.75,1,12.1,16.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,232777,ROSSO DI MONTALCINO - TERRALSOLE 2007,8032755743071,0.75,1,13,37.93,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,SOUTH AFRICA,233270,LOOKOUT RED - LEOPARD'S LEAP,891673001001,0.75,1,13.5,9.27,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,BULGARIA,233965,MAVRUD - ZAGREUS VINICA 10/11,3800210760483,0.75,1,14,23.46,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,235184,TOSCANA - TUA RITA ROSSO DEI NOTRI 11/12,8033481320451,0.75,1,14.5,29.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,SOUTH AFRICA,235994,RESERVE WHITE - REYNEKE STELLENBOSCH 2010,746925001486,0.75,1,12.5,49.95,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,236224,PINOT NOIR - PANTHER CREEK WILLAMETTE FREEDOM HILL 08/09,897697000105,0.75,1,14.5,49.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,ARGENTINA,239301,PINOT GRIGIO - SANTA JULIA,7791728005103,0.75,1,13,13.99,0
LIQUOR,REFRESHMENT BEVERAGE,CIDER,CIDER ALL,CANADA,240887,WILLIAM CIDER ORGANIC TALL CAN,94922498427,0.473,4,5.2,9.99,NA
LIQUOR,SPIRITS,RUM,AMBER,DOMINICAN REPUBLIC,241463,RON BARCELO - IMPERIAL,7461323129459,0.7,1,38,44.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,241786,CALIFORNIA RED - FRANCISCAN,48162001572,1.5,1,11.5,12.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,ARGENTINA,243485,SAUVIGNON BLANC SEMILLON -  TRAPICHE ASTICA,7790240026368,0.75,1,12.9,8.99,2
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,ITALY,244681,PINOT GRIGIO VERDUZZO DELLE VENEZIE -  MASI MASIANCO,8002062001652,0.75,1,13,18.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,247536,CHATEAUNEUF DU PAPE - OGIER GALETS ROULES 2010,3142806721356,0.75,1,14.5,54.97,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,250662,CHATEAU DE COURTEILLAC,3452130021870,0.75,1,13,13.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,251066,CABERNET SAUVIGNON - SILVER OAK ALEXANDER VALLEY 08/09,808755002726,0.75,1,13.5,89.95,0
LIQUOR,SPIRITS,CANADIAN WHISKY,CANADIAN RYE WHISKY,CANADA,251371,CANADIAN CLUB - PREMIUM,80686816713,0.2,1,40,7.45,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,251470,SAINT CHINIAN SYRAH MOURVEDRE - BERTRAND 10/11,3514120105233,0.75,1,14,24.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,25155,CHIANTI - GABBIANO,89819501458,0.75,1,12.5,14.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,NEW ZEALAND,252882,CHARDONNAY - KUMEU RIVER HUNTING HILL 11,9416504008038,0.75,1,13,39.97,0
LIQUOR,SPIRITS,VODKA,REGULAR VODKA,POLAND,253302,LUKSUSOWA POTATO,5900191001334,0.75,1,40,24.75,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ARGENTINA,254326,MALBEC - COBOS MARCHIORI VINEYARD PERDRIEL 2011,626990143635,0.75,1,14,166.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,254821,CLOS VOUGEOT - BOUCHARD PERE 2010,3337690145009,0.75,1,13.5,174.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,255513,CABERNET SAUVIGNON - ROBERT MONDAVI NAPA 10/11,86003051843,0.75,1,15,39.99,0
LIQUOR,BEER,BEER,BEER,CHINA,256156,YANJING,6903102102204,0.33,6,4.5,10,NA
LIQUOR,SPIRITS,OTHER SPIRITS,READY TO MIX COCKTAILS,CANADA,257105,LONG ISLAND ICED TEA - ICE BOX,88004400309,0.75,1,38,21.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,UNITED STATES OF AMERICA,258665,SAUVIGNON BLANC - WOODBRIDGE,86003863866,1.5,1,12.5,20.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,UNITED STATES OF AMERICA,258699,CHARDONNAY - J LOHR RIVERSTONE,89121068823,0.75,1,13,22.99,0
